total_transactions,unique_assets,unique_actions,total_volume,avg_transaction_size,account_age_days,transactions_per_day,repayment_ratio,borrow_count,repay_count,frequency_consistency,avg_days_between_transactions,total_deposits,total_borrows,utilization_ratio,healthy_utilization_score,deposit_count,deposit_to_borrow_ratio,asset_diversity_score,action_diversity_score,hour_pattern_consistency,day_variety_score,weekend_activity_ratio,liquidation_count,liquidation_volume,was_liquidated,recent_activity_ratio,risk_score,amount_variability,round_number_ratio,transaction_regularity,bot_like_score,wallet,reliability_score,utilization_score,longevity_score,diversity_score,liquidation_risk_score,bot_behavior_score,volume_consistency_score,credit_score,score_category
147,7,4,1.6103937120934416e+16,109550592659417.8,145,1.013793103448276,7.612560764355563e-11,33,32,0.35840346506840726,0.9884389269328703,9914231012137270.0,6040000000524449.0,0.6092252634753131,1.0,47,1.4242424242424243,0.047619047619047616,0.8,0.33955646609327483,1.0,0.32653061224489793,0,0,0,0.10204081632653061,0.0,1.0,0.7346938775510204,0.0,0.0,0x027cedb5d69afdd68ce27cf58dd6d05a72edc4f6,0.3976366502816437,1.0,0.3194596126594237,0.34857142857142864,1.0,1.0,0.0,632.1852473264673,Fair (Elevated Risk)
1,1,1,93700000000.0,93700000000.0,1,1.0,0.0,0,0,0.0,0.0,93700000000.0,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0x027e5ccac847d32be8ed742741d83a02fd9569b3,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
4,2,3,10000000000006.0,2500000000001.5,1,4.0,1.0,2,1,0.0,0.0026774691319444445,10000000000000.0,3.0,3e-13,1.0,1,0.5,0.5,0.6,1.0,0.14285714285714285,1.0,0,0,0,1.0,0.0,1.0,1.0,0.3818393422345133,0.0,0x027e9fac2d42f779d2232b76e31a3b7cbd955d70,0.6999732253086806,1.0,0.32164383561643844,0.54,1.0,1.0,0.0,727.2398816696358,Good (Moderate Risk)
4,2,4,1.169814e+16,2924535000000000.0,1,4.0,1.0,1,1,0.2928932188134524,0.1509799382638889,4950000000000001.0,899000000000000.0,0.1816161616161616,1.0,1,1.0,0.5,0.8,0.45833333333333337,0.2857142857142857,0.0,0,0,0,1.0,0.0,0.7997464060797206,1.0,0.0,0.0,0x027ec37fe00524dbeeae9c6ba96164f84eca09bb,0.7863581662613968,1.0,0.32164383561643844,0.6200000000000001,1.0,1.0,0.0005071878405588093,756.861476299843,Good (Moderate Risk)
1,1,1,3.991927433362034e+16,3.991927433362034e+16,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.2,,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0x027f08f671c30de73da57a5e17c9a052e6fff567,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
1,1,1,1120000000000.0,1120000000000.0,1,1.0,0.0,0,0,0.0,0.0,1120000000000.0,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,1.0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0x027f4228e1c3080b77547885ca9297c2a410ce75,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
1,1,1,10000000000000.0,10000000000000.0,1,1.0,0.0,0,0,0.0,0.0,10000000000000.0,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,1.0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0x027f8eb5a7e2607c679b797dcd10193f03238ae0,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
2,1,2,5878.000357,2939.0001785,1,2.0,0.0,0,0,0.0,0.001851851851851852,2939.0,0.0,0.0,1.0,1,1.0,0.5,0.4,1.0,0.14285714285714285,0.0,0,0,0,1.0,0.0,8.589217607254942e-08,0.5,0.0,0.0,0x027fca5dce8baa10e93ca93d0f2150e7ca4d4107,0.29998148148148146,1.0,0.16164383561643839,0.46,1.0,1.0,0.4000001717843522,615.2419543020536,Fair (Elevated Risk)
21,2,4,1.5354405645641043e+17,7311621736019544.0,35,0.6,1.0015604840036916,6,3,0.32994060573951,1.7257997685185187,4.272300000007655e+16,3.400000000006585e+16,0.7958242632775069,1.0,9,1.5,0.09523809523809523,0.8,0.4872330995667776,0.5714285714285714,0.19047619047619047,0,0,0,0.5714285714285714,0.0,1.0,0.9047619047619048,0.0,0.0,0x027fcbfa8ac860652c516b16a2f02080917489d2,0.7817241840366679,1.0,0.10553424657534247,0.3771428571428572,1.0,1.0,0.0,698.9754687097542,Fair (Elevated Risk)
1,1,1,2.5140722956719526e+17,2.5140722956719526e+17,1,1.0,0.0,0,0,0.0,0.0,2.5140722956719526e+17,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0x027ffd3c119567e85998f4e6b9c3d83d5702660c,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
28,3,3,1.0836500000005006e+16,387017857143035.94,27,1.037037037037037,1.002383604,1,1,0.5738535870077955,0.9922895233101852,1.08365e+16,2500.0,2.30701794859964e-13,1.0,26,26.0,0.10714285714285714,0.6,0.6072564431213114,1.0,0.21428571428571427,0,0,0,1.0,0.0,1.0,0.9642857142857143,0.0,0.0,0x02803ab2f41603f75d57ab98871baf84b0c80e90,0.8622331808692367,1.0,0.12734652460679857,0.30428571428571427,1.0,1.0,0.0,715.0888453369004,Good (Moderate Risk)
1,1,1,1.109537,1.109537,1,1.0,0.0,0,0,0.0,0.0,1.109537,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,1.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0x02803b28b29a24d895e523fbfa561700e01b09de,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
4,1,3,572635.339226,143158.8348065,15,0.26666666666666666,2.0011526671556803,1,2,1.0,4.743410493819444,0.0,133187.272877,133187.272877,0.0,0,0.0,0.25,0.6,0.7113248654051871,0.14285714285714285,0.0,0,0,0,1.0,0.0,0.1385936733093326,0.25,0.0,0.0,0x028062ffc2a94ca94e464240142c956d10fa449d,0.9525658950618054,0.0,0.045990867579908674,0.39,1.0,1.0,0.6771873466186652,567.899471233371,Poor (High Risk)
1,1,1,209.749046,209.749046,1,1.0,0.0,0,0,0.0,0.0,209.749046,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,1.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0x0280ce4e1add2b66e6fb0588976dec050c141135,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
105,6,4,2.228798868194709e+18,2.1226655887568656e+16,87,1.206896551724138,1.0076600330160903,18,19,0.0,0.8283920940162037,5.748365568235512e+17,5.4055754280883014e+17,0.940367372937899,0.2981631353105054,44,2.4444444444444446,0.05714285714285714,0.8,0.6471902565125007,1.0,0.4,0,0,0,0.2761904761904762,0.0,1.0,0.6095238095238096,0.0,0.0,0x0281531ebed0d369e29f29bb4295be46113e422b,0.691716079059838,0.2981631353105054,0.239565422768068,0.3542857142857143,1.0,1.0,0.0,553.9250316708421,Poor (High Risk)
1,1,1,1.901664,1.901664,1,1.0,0.0,0,0,0.0,0.0,1.901664,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,1.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0x028179cc3d6dd3e3f98086134062eb1f7236ae1b,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
53,5,4,1089841733537341.1,20563051576176.246,14,3.7857142857142856,0.22727508993874734,7,8,0.0,0.257040153125,366431531582581.9,88000000000569.47,0.24015400536221895,1.0,15,2.142857142857143,0.09433962264150944,0.8,0.5850604250851563,0.8571428571428571,0.03773584905660377,0,0,0,1.0,0.0,1.0,0.33962264150943394,0.0,0.0,0x0281817134298991d74fb31dcb3efa1e936a4c25,0.38833963444424896,1.0,0.32587084148727985,0.3766037735849057,1.0,1.0,0.0,633.6259121926447,Fair (Elevated Risk)
13,4,4,744652877882905.1,57280990606377.32,71,0.18309859154929578,0.734703864640909,4,1,0.11622113130184175,5.840584490740741,341798496495482.9,113000000000000.0,0.3306041458889021,1.0,6,1.5,0.3076923076923077,0.8,0.47473043143722893,0.42857142857142855,0.0,0,0,0,0.07692307692307693,0.0,0.8009566450410734,0.6923076923076923,0.0,0.0,0x02820c1f9427f1c82e1901f1e7cadfb150560dac,0.5703420403395087,1.0,0.13136021609106696,0.5046153846153847,1.0,1.0,0.0,662.7510809600757,Fair (Elevated Risk)
25,5,4,1199212401316377.5,47968496052655.1,9,2.7777777777777777,1.0009145831093833,3,3,0.5222273902088289,0.37238522376157407,463748259966599.0,145758235082400.0,0.3143046511762612,1.0,7,2.3333333333333335,0.2,0.8,0.20247779550242828,0.5714285714285714,0.08,0,0,0,1.0,0.0,1.0,0.36,0.0,0.0,0x028216b8e4ddc7b4272eea40afbaecca24f30b46,0.852944364825033,1.0,0.23701674277016743,0.44000000000000006,1.0,1.0,0.0,742.7886026217834,Good (Moderate Risk)
4,2,4,1.18000000000014e+16,2950000000000350.0,1,4.0,1.0,1,1,0.0,0.0005787037037037037,5900000000000000.0,700.0,1.1864406779661016e-13,1.0,1,1.0,0.5,0.8,0.9518874775675312,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,1.0,0.8941699475574164,0.9365019685344499,0x0282887135e0d365f4e4875870f86bbdaf1e39c9,0.699994212962963,1.0,0.32164383561643844,0.6200000000000001,1.0,0.06349803146555011,0.0,641.5949317297615,Fair (Elevated Risk)
1,1,1,462820000000000.0,462820000000000.0,1,1.0,0.0,0,0,0.0,0.0,462820000000000.0,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0x0282dab7d9ba8b1f48d053dbadc4f3ba1c9cde59,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
1,1,1,1.0,1.0,1,1.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0x02835133eb28375ad3e326843cf7c60ae4ee2634,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
1,1,1,1.108368,1.108368,1,1.0,0.0,0,0,0.0,0.0,1.108368,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0x02837591442503df088054033a4b4df8f2761267,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
1,1,1,980000000000000.0,980000000000000.0,1,1.0,0.0,0,0,0.0,0.0,980000000000000.0,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0x028376711aef541bf1424ac8ac0aba60ec91df46,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
1,1,1,1143037312867.0667,1143037312867.0667,1,1.0,0.0,0,0,0.0,0.0,1143037312867.0667,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0x0283b39a24e3c67e48fcb05dbcff44b31a0e41c2,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
6,2,4,2415.601263,402.6002105,6,1.0,1.0001038658333332,2,1,0.6150998205402496,1.1566296296296297,7.73799,1200.0,155.07903215176034,0.0,2,1.0,0.3333333333333333,0.8,0.7864540989579715,0.5714285714285714,0.0,0,0,0,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,0x0283de3def25719ec46cb4db3bb1693f5af5cf6a,0.8729636498657786,0.0,0.08986301369863015,0.52,1.0,1.0,0.0,533.7203645212392,Poor (High Risk)
2,1,2,27200000000.0,13600000000.0,1,2.0,0.0,1,0,0.0,0.0,22200000000.0,5000000000.0,0.22522522522522523,1.0,1,1.0,0.5,0.4,1.0,0.14285714285714285,0.0,0,0,0,1.0,0.0,0.8942821056182807,1.0,0.0,0.0,0x0284481639f1c8e0cf1e071d644181d7ad876293,0.3,1.0,0.16164383561643839,0.46,1.0,1.0,0.0,595.2465753424657,Poor (High Risk)
7,2,4,2009084387881028.5,287012055411575.5,52,0.1346153846153846,1.000469115619202,1,1,0.45289879556780677,8.63450038579861,755662300000000.0,350000000000000.0,0.4631698577525966,1.0,4,4.0,0.2857142857142857,0.8,0.7176956125105967,0.42857142857142855,0.0,0,0,0,0.14285714285714285,0.0,0.6019514047892022,0.7142857142857143,0.0,0.0,0x028560d6943435b7e129c1872b67f36d65ce3b41,0.749524634812356,1.0,0.09624868282402528,0.49142857142857144,1.0,1.0,0.39609719042159564,720.7661777906296,Good (Moderate Risk)
2,2,2,50200000000.0,25100000000.0,1,2.0,0.0,1,0,0.0,0.0,45200000000.0,5000000000.0,0.11061946902654868,1.0,1,1.0,1.0,0.4,1.0,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0x0285b14e8ccc8c4bcb7cf0bcafaf6965f573343e,0.3,1.0,0.16164383561643839,0.76,1.0,1.0,0.0,625.2465753424658,Fair (Elevated Risk)
6,2,4,735000001440.8796,122500000240.1466,13,0.46153846153846156,1.0012216291666667,1,3,0.5,2.5710717592592593,370000000000.0,720.0,1.945945945945946e-09,1.0,1,1.0,0.3333333333333333,0.8,0.7784733106958124,0.42857142857142855,0.3333333333333333,0,0,0,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,0x028641d71b87eb53da604565ed4fca4f7585f663,0.8242892824074075,1.0,0.058292939936775555,0.52,1.0,1.0,0.0,716.8162615923682,Good (Moderate Risk)
18,4,4,4026579857021795.5,223698880945655.3,8,2.25,0.42888014381860023,4,4,0.23623738417402673,0.42477600761574075,1938807115908108.5,700000000000800.0,0.3610467458352248,1.0,3,0.75,0.2222222222222222,0.8,0.7285023648945932,0.2857142857142857,0.0,0,0,0,1.0,0.0,1.0,0.3888888888888889,0.0,0.0,0x0287445f647c448c92129fbb2ef816f43b0c0bf6,0.5381755127034907,1.0,0.19315068493150686,0.45333333333333337,1.0,1.0,0.0,658.849814248932,Fair (Elevated Risk)
4,2,2,952949898907.8965,238237474726.97412,1,4.0,0.0,2,0,0.0,0.004074074074074074,950000000000.0,2949898907.896442,0.0031051567451541493,1.0,2,1.0,0.5,0.4,1.0,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,0.5,0.5821255452682523,0.0,0x028a9d6c53b9388260474435e6781c8237adf1fe,0.29995925925925926,1.0,0.32164383561643844,0.46,1.0,1.0,0.0,619.2363901572805,Fair (Elevated Risk)
1,1,1,1.153131,1.153131,1,1.0,0.0,0,0,0.0,0.0,1.153131,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0x028b43ead0c73b7099360e8d1a97d8daeed5b3bc,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
1,1,1,109600000000.0,109600000000.0,1,1.0,0.0,0,0,0.0,0.0,109600000000.0,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0x028b71522a2f1e60270bc545827045a6d88bb2a5,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
1,1,1,17.06,17.06,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.2,,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0x028b834fe5fc19bd8e5c5393c70b630268833d7f,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
35,4,4,3986942562572987.0,113912644644942.48,11,3.1818181818181817,0.7714434609618493,7,6,0.6431429715200916,0.30092320260416666,1521294842677957.0,630356306268272.8,0.41435511945774267,1.0,10,1.4285714285714286,0.11428571428571428,0.8,0.35361740623966365,0.42857142857142855,0.37142857142857144,0,0,0,1.0,0.0,1.0,0.2857142857142857,0.0,0.0,0x028baf20c23e74a7cce3b3120bb95ab8d1e35278,0.7985110438147255,1.0,0.2726276463262765,0.3885714285714286,1.0,1.0,0.0,729.3790507597656,Good (Moderate Risk)
1,1,1,6332699088.901104,6332699088.901104,1,1.0,0.0,0,0,0.0,0.0,6332699088.901104,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0x028bb67ffc951c70e17826a916a9364f54e11e0d,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
21,5,2,444102883506536.75,21147756357454.133,33,0.6363636363636364,0.0,0,0,0.17329164028773691,1.648193287037037,444051441195491.7,0.0,0.0,1.0,13,13.0,0.23809523809523808,0.4,0.31416447279951265,0.8571428571428571,0.09523809523809523,0,0,0,0.7619047619047619,0.0,1.0,0.6190476190476191,0.0,0.0,0x028c0a2384ee76c564023f477b5d318a89161c16,0.3355055592159507,1.0,0.10515566625155666,0.3028571428571429,1.0,1.0,0.0,579.9354540274354,Poor (High Risk)
40,6,3,1.0308556776852898e+16,257713919421322.44,88,0.45454545454545453,0.0,10,0,0.16418079107979344,2.2536212013194445,5800056776810115.0,4500000000001000.0,0.7758544740446294,1.0,29,2.9,0.15,0.6,0.41053663523119743,1.0,0.275,0,0,0,0.075,0.0,1.0,0.9,0.0,0.0,0x028c68b65e6c87ede62b33c62824cd65c80e2b2d,0.32671802531074357,1.0,0.18102117061021172,0.32999999999999996,1.0,1.0,0.0,591.8326819192175,Poor (High Risk)
1,1,1,1.108324,1.108324,1,1.0,0.0,0,0,0.0,0.0,1.108324,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,1.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0x028c6ca71aee61d84266c8ebd639e2db5800018c,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
13,3,4,2.0000000000140844e+16,1538461538472372.5,73,0.1780821917808219,1.0027500555833333,1,1,0.19078288009951272,6.082709297835648,2.0000000000041996e+16,12000.0,5.999999999987401e-13,1.0,4,4.0,0.23076923076923078,0.8,0.7835964780081333,0.5714285714285714,0.07692307692307693,0,0,0,0.07692307692307693,0.0,1.0,0.38461538461538464,0.0,0.0,0x028d10812993bf789c9c8789316f03e1985f07f2,0.6964077710514973,1.0,0.13424657534246576,0.45846153846153853,1.0,1.0,0.0,690.085082910398,Fair (Elevated Risk)
1,1,1,1002491666535.5288,1002491666535.5288,1,1.0,0.0,0,0,0.0,0.0,1002491666535.5288,0.0,0.0,1.0,1,1.0,1.0,0.2,,0.14285714285714285,1.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0x028d51a69dd481428f5f1f3b222fd7328f155403,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
2,1,1,1.197703,0.5988515,12,0.16666666666666666,0.0,0,0,1.0,11.22642361111111,1.197703,0.0,0.0,1.0,2,2.0,0.5,0.2,0.7053721745056052,0.2857142857142857,0.5,0,0,0,1.0,0.0,0.7075458944976644,0.0,0.0,0.0,0x028da245d4add9bb4dd4a6ba2c0be7b683f0ab69,0.48773576388888884,1.0,0.0330593607305936,0.38,1.0,1.0,0.18490821100467125,624.1382556320449,Fair (Elevated Risk)
24,4,3,4.442393692388142e+17,1.8509973718283924e+16,14,1.7142857142857142,0.8361767984871262,8,3,0.06365812273982363,0.5670400563541667,3.3256083308606746e+17,6.0821232598495736e+16,0.18288753980465003,1.0,13,1.625,0.16666666666666666,0.6,0.34521456846333465,0.5714285714285714,0.0,0,0,0,1.0,0.0,1.0,0.7916666666666666,0.0,0.0,0x028db8e94e0836bdaeba5b743e0d400a3f9e90df,0.6478977556532559,1.0,0.16015655577299415,0.33999999999999997,1.0,1.0,0.0,669.997922279263,Fair (Elevated Risk)
17,2,4,3320139379613.4727,195302316447.85132,22,0.7727272727272727,1.0020591113281183,3,3,0.0514990884354648,1.34341796875,1660000004061.8394,3656.441445,2.202675563887401e-09,1.0,5,1.6666666666666667,0.11764705882352941,0.8,0.6197937651145742,0.42857142857142855,0.11764705882352941,0,0,0,1.0,0.0,1.0,0.5294117647058824,0.0,0.0,0x028e086f46912e677b909e30500c535aa10766b9,0.7020155468431395,1.0,0.09798256537982566,0.3905882352941177,1.0,1.0,0.0,679.2600950471705,Fair (Elevated Risk)
3,3,2,30000000000.050568,10000000000.016855,1,3.0,0.0,1,0,0.0,0.00024305555555555555,30000000000.00057,0.05,1.6666666666666353e-12,1.0,2,2.0,1.0,0.4,1.0,0.14285714285714285,0.0,0,0,0,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,0x028e7eefc575b3113dc5aca8ff3177e330e0219d,0.29999756944444445,1.0,0.24164383561643835,0.76,1.0,1.0,0.0,637.2459677035769,Fair (Elevated Risk)
65,6,4,5731807378692080.0,88181651979878.16,36,1.8055555555555556,0.11132028219246906,25,12,0.4020693840514329,0.5590337456597222,620787445824804.6,4598522675005530.0,7.4075639028037,0.0,22,0.88,0.09230769230769231,0.8,0.5400051967499044,1.0,0.2,0,0,0,0.676923076923077,0.0,1.0,0.5230769230769231,0.0,0.0,0x028edad1e233e1d094925ee54d71368bce668f36,0.4595585906358203,0.0,0.20362252663622527,0.3753846153846154,1.0,1.0,0.0,432.97148819285036,Very Poor (Very High Risk)
30,5,4,1.4896119154202044e+16,496537305140068.1,113,0.26548672566371684,1.0079313926582278,3,1,0.3732168294719913,3.8765473339699072,6888121683670657.0,3950.0,5.734509611472279e-13,1.0,13,4.333333333333333,0.16666666666666666,0.8,0.6224173650279461,0.8571428571428571,0.2,0,0,0,0.13333333333333333,0.0,1.0,0.5333333333333333,0.0,0.0,0x028f328c1e4ca62717b830db377ee1582bc1ece2,0.7731995755018983,1.0,0.2069923627106316,0.42000000000000004,1.0,1.0,0.0,716.3487482820693,Good (Moderate Risk)
17,1,4,10798.347974999999,635.1969397058823,30,0.5666666666666667,1.0016963000063321,3,3,0.5539485032910851,1.822890625,3453.2141149999998,1942.7047029999999,0.562578698656802,1.0,5,1.6666666666666667,0.058823529411764705,0.8,0.5447407009057752,0.7142857142857143,0.23529411764705882,0,0,0,1.0,0.0,0.35040631036262065,0.17647058823529413,0.0,0.0,0x028ff776949531aada1fe98372b0f596cf170563,0.8479556447373255,1.0,0.09464840182648401,0.35529411764705887,1.0,1.0,0.8991873792747587,756.6749521867479,Good (Moderate Risk)
2,1,1,12637726451.014824,6318863225.507412,2,1.0,0.0,0,0,1.0,1.1264814814814814,12637726451.014824,0.0,0.0,1.0,2,2.0,0.5,0.2,0.8232233047033631,0.2857142857142857,0.5,0,0,0,1.0,0.0,0.0020272289251898573,0.0,0.0,0.0,0x029006c55f810a12a7e2e4d2ab756417e8e511e2,0.5887351851851852,1.0,0.08328767123287673,0.38,1.0,1.0,0.40405445785037974,667.8796698737468,Fair (Elevated Risk)
4,2,4,1.74e+16,4350000000000000.0,1,4.0,1.0,1,1,0.0,0.0015354938194444443,4500000000000000.0,4200000000000000.0,0.9333333333333333,0.3333333333333335,1,1.0,0.5,0.8,1.0,0.14285714285714285,0.0,0,0,0,1.0,0.0,0.03981725994411212,1.0,0.26758901712759287,0.0,0x029083b69bbba772dafec650c4e23f6490d93125,0.6999846450618056,0.3333333333333335,0.32164383561643844,0.6200000000000001,1.0,1.0,0.47963451988822425,625.891129268995,Fair (Elevated Risk)
2,1,2,204.550916,102.275458,14,0.14285714285714285,0.0,0,0,1.0,13.311111111111112,102.191812,0.0,0.0,1.0,1,1.0,0.5,0.4,0.5285954792089682,0.2857142857142857,0.5,0,0,0,1.0,0.0,0.0011566147925562188,0.0,0.0,0.0,0x0290db8c9e32507d9ff1dd5a5bdcff32ac88ba09,0.4668888888888889,1.0,0.03444227005870842,0.46,1.0,1.0,0.4023132295851125,638.0042242102841,Fair (Elevated Risk)
16,4,2,5026602643085234.0,314162665192827.1,75,0.21333333333333335,0.0,0,0,0.53125,4.982666666666667,5019300519200686.0,0.0,0.0,1.0,13,13.0,0.25,0.4,0.4045893107367916,0.8571428571428571,0.0625,0,0,0,0.0625,0.0,1.0,0.4375,0.0,0.0,0x0291f3886409579b55806283a1e3865b82d2ff74,0.4095483333333333,1.0,0.14035433789954338,0.31000000000000005,1.0,1.0,0.0,604.4402340182648,Fair (Elevated Risk)
14,4,4,1.648876304161355e+16,1177768788686682.2,9,1.5555555555555556,1.000010012076923,1,2,0.0,0.6416444088310185,8246355858833801.0,13000.0,1.5764539176506578e-12,1.0,5,5.0,0.2857142857142857,0.8,0.6031257661309348,0.42857142857142855,0.14285714285714285,0,0,0,1.0,0.0,1.0,0.42857142857142855,0.0,0.0,0x02924ba1974a33fe4563a1f2b762847a2233d496,0.6935835559116899,1.0,0.13923896499238966,0.49142857142857144,1.0,1.0,0.0,693.424590869638,Fair (Elevated Risk)
5,2,3,813077383933043.1,162615476786608.62,26,0.19230769230769232,2.0032053192823196,1,2,0.717157287525381,6.413304398148148,0.0,270442002692955.72,270442002692955.72,0.0,0,0.0,0.4,0.6,0.26970325665977846,0.2857142857142857,0.0,0,0,0,1.0,0.0,0.9103910753161151,0.2,0.0,0.0,0x0292c117e0fc26212b22c5843b9755e7b676c6c0,0.8510141422761328,0.0,0.05812434141201264,0.48,1.0,1.0,0.0,519.472186780835,Poor (High Risk)
55,5,4,3660293717212693.5,66550794858412.61,27,2.037037037037037,1.000104745083968,5,3,0.35717565346677493,0.49922582304398144,2016580435471844.2,2694.732672,1.3362882157336214e-12,1.0,18,3.6,0.09090909090909091,0.8,0.5987824833114612,0.8571428571428571,0.05454545454545454,0,0,0,1.0,0.0,1.0,0.23636363636363636,0.0,0.0,0x0293fafe77e87627af48a55ec2129f769a9cb270,0.8021604378095928,1.0,0.2073465246067986,0.3745454545454546,1.0,1.0,0.0,719.0966335979634,Good (Moderate Risk)
1,1,1,10884750357089.63,10884750357089.63,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.2,,0.14285714285714285,1.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0x02940d1967e4e8d67d47ae49dbaa5f596e471475,0.3,1.0,0.08164383561643837,0.6799999999999999,1.0,1.0,0.0,605.2465753424657,Fair (Elevated Risk)
